"Proposed_Model","Skin_Task","Architecture_Type","Combines_Methods","Main_Objective","Feature_Extraction","Cancer_Type","Database_Used","Number_Images","Balanced_Dataset","Image_Preprocessing","Validation_Type","Transfer_Learning","Data_Augmentation","Compared_Baselines","Evaluation_Metrics","Best_Result","Compared_SOTA","Tested_Different_Datasets","Limitations","Document Title"
"Fully Convolutional Encoder-Decoder Architecture (FCEDA)","Yes","New","No","Segmentation of skin lesions","Yes","Melanoma","ISIC 2018 dermoscopic images archives","3","Not informed","Not informed","Not informed","Not informed","Not informed","Yes (U-Net and SegNet architectures)","Not informed","Not informed","No","No","Presence of noise, artefacts, weak edges, irregular borders, etc. in skin lesion images","Fully convolutional encoder-decoder architecture (FCEDA) for skin lesions segmentation"
"Dmey Wavelet Gaussian Filter (DWGF)","Yes","New","No","De-noising of skin lesion images","Not informed","Various","Large dataset of skin lesion images","5","Not informed","Yes","MSE and PSNR performance measures","Not informed","Not informed","Yes (Wavelet transformation filters, Low pass filters)","Mean Square Error (MSE) and Peak Signal to Noise Ratio (PSNR)","Low MSE (91.9083) and high PSNR (28.5313)","No","No","Not informed","Design of Dmey Wavelet Gaussian Filter (DWGF) for De-noising of Skin Lesion Images"
"ARKFCM, Fuzzy C-Means (FCM), Fast FCM","Yes","Not informed","No","Segmentation","Not informed","Skin Cancer","Not informed","0","Not informed","Yes (denoising and hair removal)","Not informed","Not informed","Not informed","Yes (FCM, Fast FCM)","Jaccard, Dice, FPR, FNR, Visual overlap","ARKFCM segments the lesions better than other methods","No","No","Not informed","Comparison of skin lesion segmentation methods"
"Machine learning model for melanoma diagnosis on cloud","Yes","Not informed","No","Melanoma Diagnosis","Yes","Melanoma","Not informed","0","Not informed","Yes","Not informed","Not informed","Not informed","Yes","Processing time","Significant difference in average processing time (p value < 0.001) between cloud and smartphone's local machine","No","No","Limited computing power of smartphones","Towards the performance investigation of automatic melanoma diagnosis applications"
"Ensemble scheme for convolutional neural networks (CNNs) with intra-architecture and inter-architecture network fusion","Yes","New","Yes","Classification of skin lesions from dermoscopic images","Yes","Melanoma and seborrheic keratosis","ISIC 2017 skin lesion classification challenge dataset","216 (600 test images)","Not informed","Fine-tuning of pre-trained networks on dermoscopic skin lesion images with different settings","Receiver operating characteristic curve analysis","Yes, using pre-trained CNNs fine-tuned for the task at hand","Not informed","Yes, compared to top-ranked methods of ISIC 2017 challenge","Area under receiver operating characteristic curve (AUC-ROC)","87.3% AUC-ROC for melanoma classification and 95.5% AUC-ROC for seborrheic keratosis classification","Yes, outperformed top-ranked methods of ISIC 2017 challenge while being simpler compared to them","No","Not informed","Fusing fine-tuned deep features for skin lesion classification"
"Recurrent Residual U-Net (R2U-Net) and Recurrent U-Net (RU-Net)","Yes","New","Yes","Segmentation","Yes","Various (skin cancer, lung lesion)","Three benchmark datasets (retinal images, skin cancer, lung lesion)","720","Not informed","Not informed","Not informed","Not informed","Not informed","Yes (SegNet, U-Net, residual U-Net)","Not informed","Superior performance on segmentation tasks compared to equivalent models","No","Yes (three benchmark datasets)","Not informed","Recurrent residual U-Net for medical image segmentation"
"Convolutional Neural Network (CNN) with LeNet-5 architecture","Yes","New","No","Classification of melanoma skin cancer","Yes","Melanoma","Not informed","64","Not informed","Not informed","Training and testing","No","Not informed","No","Percentage of success","93% in training and 100% in testing","No","No","Not informed","Classification of melanoma skin cancer using convolutional neural network"
"Point-of-care molecular imaging method using a smart, near-infrared probe (6qcNIR)","Yes","Not informed","Yes","Validation of margins in surgically excised nonmelanoma skin cancer specimens","Yes","Non-melanoma skin cancer (NMSC)","Not informed","13","Not informed","Yes, including image segmentation and registration","Comparison of fluorescent signals to histological annotation","Not informed","Not informed","No","Spatial accuracy (±1/4500 μm) and correspondence between fluorescence cancer signals and histological annotations","Fluorescence cancer signals generally correspond spatially with histological annotations","No","No","Not informed","Molecular imaging and validation of margins in surgically excised nonmelanoma skin cancer specimens"
"Entropy-based methods (Tsallis, Havrda and Charvat, Renyi, Kapur) and Six Sigma threshold","Yes","Not informed","No","Segmentation of skin lesion","Yes","Melanoma","Not informed","3","Not informed","Not informed","Not informed","Not informed","Not informed","Yes","SSIM measures","Not informed","No","No","Not informed","A comparative assessment of segmentations on skin lesion through various entropy and six sigma thresholds"
"U-Net convolutional neural network","Yes","New","No","Segmentation of acral melanocytic lesions","Yes","Acral melanoma (AM)","Independent validation dataset with 210 dermoscopy images","3","Not informed","Not informed","Not informed","Not informed","Not informed","No","DSC, accuracy, sensitivity, specificity","Average DSC of 0.92, accuracy 0.94, sensitivity 0.91, and specificity 0.92","No","No","ALM create enormous difficulties during the segmentation and assessment process due to small size and similarity to other local structures","Acral melanocytic lesion segmentation with a convolution neural network (U-Net)"
"Dermoscopy-guided OCT approach","Yes","Not informed","Yes","Lesion segmentation for early diagnosis","Yes","Melanoma and other pigmented lesions","Not informed","0","Not informed","Yes","Not informed","Not informed","Not informed","No","Not informed","Not informed","No","No","Lesion margin delineation on OCT images is challenging","Automatic pigmented lesion segmentation through a dermoscopy-guided OCT approach for early diagnosis"
"Deep Input Transfer","Yes","Not informed","No","Segmentation","Yes","Various","ISIC 2017 Skin Lesion Segmentation dataset, Shenzhen Chest X-Ray dataset, CVC-ColonDB dataset","5","Not informed","Gradient-based image enhancement","Not informed","Yes","No","Yes","Average Dice scores","Improvements of 5.8%, 0.5%, and 4.8% in average Dice scores on the three datasets","No","Yes","Not informed","Improved Inference via Deep Input Transfer"
"Deep Learning based method using Convolutional Neural Network (CNN)","Yes","Not informed","No","Classification of melanoma and non-melanoma","Yes","Melanoma","Not informed","9","Not informed","No preprocessing","Not informed","Yes, using Alexnet and GoogLeNet","Yes","Yes, comparing Alexnet and GoogLeNet","Mean accuracy","High performance in terms of mean accuracy with few data","No","No","Heterogeneity and database size are difficulties to overcome","Analyzing Digital Image by Deep Learning for Melanoma Diagnosis"
"Convolutional Neural Network (CNN) with LeNet architecture","Yes","Adaptation","No","Classification","Yes","Melanoma","ISBI 2016 and PH2 dataset","8","Not informed","Not informed","Not informed","Not informed","Not informed","No","Accuracy","75% on ISBI 2016 and 97.91% on PH2 dataset","No","Yes","Not informed","Lesion classification using convolutional neural network"
"Exponential entropy-based image segmentation methods","Yes","Not informed","Yes","Segmentation of dermoscopy images","Yes","Various","240 gold standard dermoscopy images","0","Not informed","Not informed","Not informed","Not informed","Not informed","No","Speed and accuracy for skin lesion detection","Optimized methods of segmentation are computationally benefited from GPU processing","No","No","Not informed","An acceleration of improved segmentation methods for dermoscopy images using GPU"
"Fuzzy classification of pixels and histogram thresholding","Yes","New","Yes","Segmentation of skin lesions","Yes","Melanoma","ISBI Challenges (2016 and 2017) with 379 and 600 images respectively","77","Not informed","Yes","Comparison with state-of-the-art work using defined metrics","Not informed","Not informed","Yes","Accuracy, Dice Coefficient, Jaccard Index, Sensitivity and Specificity","(0.934, 0.869, 0.791, 0.870 and 0.978) and (0.884, 0.760, 0.665, 0.869 and 0.923)","Yes","Yes","Not informed","Segmentation of skin lesions in dermoscopy images using fuzzy classification of pixels and histogram thresholding"
"DenseNet architecture with multilevel learnings and SVM","Yes","New","Yes","Classification of skin lesions","Yes","Various (7 classes: Melanoma, Melanocytic nevus, Basal cell carcinoma, Actinic keratosis, Benign keratosis, Dermatofibroma, Vascular)","Extended version of HAM10000 dataset","58","Yes (after applying geometric transformations)","Geometric transformations (rotations, flipping, affine)","Not informed","Not informed","Yes (geometric transformations)","No","Not informed","Not informed","No","No","Not informed","Classification of skin lesions by combining multilevel learnings in a DenseNet architecture"
"Manifold Exploring Data Augmentation with Geometric Transformations","Yes","Not informed","No","Data augmentation for increased performance and robustness","Not informed","Various (skin lesions, breast tumors)","Not informed","15","Not informed","Geometric transformations","Not informed","Not informed","Yes, manifold-exploring data augmentation with geometric transformations","Yes, compared to traditional augmentation methods and GANs","Performance and robustness","State-of-the-art performance and improved network robustness","Yes","Yes, skin lesion classification and breast tumor classification datasets","Not informed","Manifold Exploring Data Augmentation with Geometric Transformations for Increased Performance and Robustness"
