"Proposed_Model","Skin_Task","Architecture_Type","Combines_Methods","Main_Objective","Feature_Extraction","Cancer_Type","Database_Used","Number_Images","Balanced_Dataset","Image_Preprocessing","Validation_Type","Transfer_Learning","Data_Augmentation","Compared_Baselines","Evaluation_Metrics","Best_Result","Compared_SOTA","Tested_Different_Datasets","Limitations","Document Title"
"Machine learning approach using lesion clinical features","Yes","Existing","No","Classification","Yes, using clinical images, dermoscopic images, and lesion clinical tabular features","Skin cancer","Not specified","Not informed","Not informed","Not informed","Comparison of accuracy and interpretability","No","Not informed","Yes, compared with deep learning pipeline","Accuracy (0.80) and area under the curve (0.92)","Machine learning approach achieves higher accuracy and AUC than deep learning pipeline","No","Not informed","Small dataset size, limited to skin cancer management","Human knowledge-based artificial intelligence methods for skin cancer management: Accuracy and interpretability study"
"MLCA-UNet (Medical image segmentation network integrating multiscale linear and convolutional attention)","Yes","New","Yes, integrates multiscale linear attention and convolutional attention","Segmentation","Yes, using multiscale linear attention module to capture features with different receptive fields","Skin lesions (ISIC dataset), breast ultrasound (BUSI dataset), thyroid nodule ultrasound (TNSCUI dataset)","ACDC cardiac dataset, ISIC skin lesion dataset, BUSI breast ultrasound dataset, TNSCUI thyroid nodule ultrasound dataset","Not informed","Not informed","Not informed","Experiments on multiple datasets (ACDC, ISIC, BUSI, TNSCUI)","Not informed","Not informed","Yes, compared with existing mainstream segmentation networks","Dice similarity coefficient (DSC), Intersection over Union (IOU)","MLCA-UNet achieves the best DSC on ACDC and ISIC datasets (92.36% and 90.81%), highest IOU values on BUSI and TNSCUI datasets (73.27% and 77.52%)","Yes","Yes, tested on multiple datasets (ACDC, ISIC, BUSI, TNSCUI)","Not informed","MLCA-UNet: medical image segmentation networks with multiscale linear and convolutional attention"
"DermaNet (a customized convolutional neural network)","Yes","New","No","Classification","Not informed","Skin cancer","HAM10000 dataset","Not informed","Yes, tested with balanced and unbalanced datasets","Oversampling for data balancing","Comparative analysis of activation functions, optimizers, and data balancing techniques","Not informed","Oversampling","Yes, compared different activation functions (ReLU, Clipped ReLU, Hyperbolic Tangent, Leaky ReLU, ELU, PReLU) and optimizers (Adam, Adamax, Adagrad, Nadam, RMSprop)","Accuracy, precision, recall, F1-score, AUC","97.0% accuracy, 92.6% precision, 94.9% recall, 93.8% F1-score, and 0.98 AUC using ELU activation function and Nadam optimizer","No","No, only tested on HAM10000 dataset","Not informed","Skin Cancer Detection Using a CNN Model DermaNet with a Comparative Analysis of Activation Functions, Optimizers and Data Balancing Techniques"
"CNN-ViT-based deep learning model with MetaFormer architecture and focal self-attention mechanisms","Yes","New","Yes, combining CNN and ViT models","Classification","Yes, using novel focal self-attention mechanisms","Skin cancer with eight subtypes","ISIC 2019 and HAM10000 datasets","Not informed (but tested on two benchmark datasets)","Not informed","Not informed","Testing on ISIC 2019 and HAM10000 datasets","Not informed","Not informed","Yes, compared with ten advanced CNN models and twenty state-of-the-art ViT models","Accuracy, precision, recall, F1-score","Achieved accuracy of 0.9254 on ISIC 2019 and 0.9501 on HAM10000","Yes, outperformed existing methods in the field","Yes, tested on two benchmark datasets (ISIC 2019 and HAM10000)","Not informed","A novel CNN-ViT-based deep learning model for early skin cancer diagnosis"
"FNB-ADS (Fetal Nasal Bone Development Automated Diagnostic System)","No","New","Yes, using YOLOv8 for localization, lightweight segmentation network for segmentation, and Resnet34 for classification","Diagnosis of fetal nasal bone development abnormalities","Not informed","Not applicable (fetal development)","FNB-UDV dataset (detection subset: 1,007 images; video subset: 12 videos)","1007 (2D ultrasound images) and 12 (ultrasound videos)","Not informed","Cascaded hierarchical filtering method to reduce noise interference in mid-sagittal plane ultrasound images","Comprehensive evaluation on FNB-UDV dataset","Yes, using pre-trained models (YOLOv8 and Resnet34)","Not informed","No","Diagnostic accuracy (92.37% for images; 98.69% for videos) and processing time (0.14 s per image; 0.37 s per frame)","FNB-ADS achieves high diagnostic accuracy with fast processing times","No","Yes, tested on FNB-UDV dataset (images and videos)","Not informed","Automatic diagnosis of early pregnancy fetal nasal bone development based on complex mid-sagittal section ultrasound imaging"
"MCGFF-Net (Multi-scale Context-aware and Global Feature Fusion Network)","Yes","New","Yes, combining CBAM attention module, multi-scale perception module, and cross-layer feature fusion module","Segmentation","Yes, using multi-scale perception module and pyramid channel attention module","Polyps and skin lesions","Five publicly available datasets: CVC-ClinicDB, Kvasir-SEG, ISIC2017, ISIC2018, and PH2","Not informed","Not informed","Not informed","Extensive experiments on five publicly available datasets","Not informed","Not informed","Yes, compared with current popular methods","Performance comparison on polyp and skin lesion segmentation tasks","MCGFF-Net outperforms current popular methods, achieving excellent performance in polyp and skin lesion segmentation tasks","Yes","Yes, tested on five publicly available datasets","Not informed","MCGFF-Net: a multi-scale context-aware and global feature fusion network for enhanced polyp and skin lesion segmentation"
"MA-DenseUNet (Multi-Scale Attention and Bidirectional LSTM based Dense U-Net)","Yes","New","Yes, combining multi-scale attention, bidirectional LSTM, dense convolutions, and generative adversarial network (GAN)","Segmentation","Yes, using adaptive feature fusion module and dense convolutions","Skin lesions","ISIC2017 dataset","Not informed","Not informed","Not informed","Experimental results on ISIC2017 dataset","Not informed","Not informed","No","Accuracy, Dice coefficient, and mean Intersection over Union (mIoU)","Achieved an accuracy of 0.950, a Dice coefficient of 0.902, and a mean IoU of 0.865","No","No, only tested on ISIC2017 dataset","Not informed","MA-DenseUNet: A Skin Lesion Segmentation Method Based on Multi-Scale Attention and Bidirectional LSTM"
"Hybrid model using DeepLabV3+ and Long Short-Term Memory (LSTM) network with Adaptive Contextual Gray Level Co-occurrence Matrix (GLCM)","Yes","New","Yes, combining deep learning models with adaptive contextual GLCM","Segmentation and classification","Yes, using Adaptive Contextual Gray Level Co-occurrence Matrix (GLCM)","Skin cancer, especially melanoma","Not informed","Not informed","Not informed","Pre-processing of input images","Evaluation metrics (accuracy, specificity, sensitivity, Dice coefficient, F1 score)","Yes, using DeepLabV3+ for segmentation","Not informed","No","Accuracy, specificity, sensitivity, Dice coefficient, F1 score","98.34% accuracy, 99.13% specificity, 97.25% sensitivity, 97.15% Dice coefficient, and 98.6% F1 score","No","Not informed","Not informed","Advanced skin lesion segmentation and classification using adaptive contextual GLCM and deep learning hybrid models"
"Weighted ensemble of transfer learning with test time augmentation","Yes","Ensemble","Yes, combining five transfer learning models (MobileNet, EfficientNetV2B2, Xception, ResNext101, and DenseNet201)","Classification","Not informed","Seven categories: actinic keratoses, basal cell carcinoma, benign keratosis, dermatofibroma, melanocytic nevi, melanoma, and vascular skin lesions","HAM10000 (Human Against Machine) dataset","10,015","Not informed","Test time augmentation (TTA)","Stratified 10-fold cross-validation","Yes, using five pre-trained models as the basis of the ensemble","Yes, using annealing learning rate scheduler and TTA","No","Accuracy, F1-score, recall, and precision","94.49% accuracy, 94.68% weighted average of F1-score, 94.49% recall, and 95.07% precision","No","No, only tested on HAM10000 dataset","Not informed","Categorical classification of skin cancer using a weighted ensemble of transfer learning with test time augmentation"
"AS-AttTrasUnet (Improved TransUnet with ASPP and ECAnet channel attention modules)","Yes","New","Yes, combining TransUnet with ASPP and ECAnet channel attention modules","Segmentation","Yes, using ASPP module to retain more feature details","Melanoma","ISIC dataset","Not informed","Not informed","Post-processing hole filling on prediction results","Experimental results on test set and comparative experiments with other classical networks and transformer models","Not informed","Not informed","Yes, compared with other classical networks and transformer models","Dice score (97.1% on test set)","Improved model is significantly better than other classical networks and transformer models","Yes","No, only tested on ISIC dataset","Not informed","Melanoma Image Segmentation Based on Improved TransUnet"
