"Proposed_Model","Skin_Task","Architecture_Type","Combines_Methods","Main_Objective","Feature_Extraction","Cancer_Type","Database_Used","Number_Images","Balanced_Dataset","Image_Preprocessing","Validation_Type","Transfer_Learning","Data_Augmentation","Compared_Baselines","Evaluation_Metrics","Best_Result","Compared_SOTA","Tested_Different_Datasets","Limitations","Document Title"
"Convolutional Neural Network and Autoencoders","Yes","New","No","Classification","Not informed","Various","ISIC-2016 and new dataset","84.4% accuracy on ISIC-2016 (not specified for the new dataset)","Not informed","Not informed","Not informed","Not informed","Not informed","Yes (compared to other methods on ISIC-2016)","Accuracy","84.4% accuracy on ISIC-2016","No specific comparison with state-of-the-art methods mentioned in the text, but it is implied that their method performs well compared to other methods on the same dataset.","Yes (new dataset created for this work)","Not informed","Non-dermatoscopic image analysis for the recognition of malignant skin diseases with convolutional neural network and autoencoders"
"Multiresolution convolutional neural network with partial label training","Yes","Adaptation","No","Segmentation","Not informed","Melanoma","RCM images of human skin","56 melanoma-suspicious, partially labelled, 12k × 12k pixel images","No (class imbalance)","Not informed","Trained and tested on test images","Not informed","Not informed","Yes (compared with automated machine learning tools)","Sensitivity, Specificity","High sensitivity and specificity for annotating morphological patterns in RCM images","No","Not informed","Large size of RCM images, large variance of pattern size, lack of fully-labelled images","A multiresolution convolutional neural network with partial label training for annotating reflectance confocal microscopy images of skin"
"QuadLTQP","Yes","New","No","Classification","Yes","Various","Not informed","0","Not informed","Not informed","Not informed","Not informed","Not informed","No","Recall value","4.16%","Yes","No","","A quadrilateral local ternary quantized pattern based approach to extract texture from skin cancer dermoscopic images"
"Convolutional Neural Networks based on Region Average Pooling","Yes","New","No","Classification","Yes","Melanoma","ISBI 2017 skin lesion analysis towards melanoma detection challenge dataset","Not informed","No","Not informed","Not informed","Not informed","Not informed","Yes","Area under the ROC curve (AUC)","74% AUC","Yes","No","Not informed","Classification for dermoscopy images using convolutional neural networks based on region average pooling"
"Artificial Neural Network (ANN)","Yes","New","No","Classification","Yes","Melanoma","Not informed","4","Not informed","Yes","Not informed","No","Not informed","No","Classification accuracy","4 (cancerous or non-cancerous classification)","No","No","","Artificial neural network classification-based skin cancer detection"
"Convolutional neural-adaptive networks","Yes","Adaptation","No","Classification","Not informed","Melanoma","ISIC database","15","Yes","Not informed","5-fold cross-validation","Inspired by transfer learning, but not explicitly stated as using pre-trained models.","Not informed","Yes","AUC (96.66%)","96.66% AUC","Yes","No","Not informed","Convolutional neural-adaptive networks for melanoma recognition"
"Fully Convolutional Network (FCN)","Yes","New","No","Segmentation","Not informed","Chronic graft-versus-host disease","cGVHD image set (4000 images)","4000","No","Rotation data augmentation, 10 predefined angles","Not informed","Not informed","Yes (rotation)","No","Not informed","Encouraging results for segmenting cGVHD skin lesion in photographic images.","No","No","Small labelled image set, no public available labelled image set of cGVHD skin","Segmentation of skin lesions in chronic graft versus host disease photographs with fully convolutional networks"
"Not informed","Yes","Not informed","No","Classification","Yes","No","ISIC2018 datasets","Not informed","Not informed","Yes","Not informed","Not informed","Not informed","No","Accuracy, FPS (89)","Success in detecting eczema-affected regions","Yes","No","Not informed","Automatic detection of eczema using image processing"
"Deep residual architecture","Yes","New","No","Segmentation","Not informed","Various","ISIC 2017 challenge dataset","59","Not informed","Not informed","Not informed","Not informed","Not informed","Yes","Not informed","Not informed","No","No","","A deep residual architecture for skin lesion segmentation"
"","","","","","","","","","","","","","","","","","","","","6th International Conference on Mining Intelligence and Knowledge Exploration, MIKE 2018"
"Inception V3","Yes","New","No","Classification","Not informed","Melanoma","Standard cancer dataset","21","Not informed","Not informed","Not informed","Not informed","Not informed","No","Accuracy (more than 85%)","More than 85% accuracy","Yes","No","","Classification of skin cancer images using tensorflow and inception V3"
"Hybrid two-stage active contour method","No","New","Yes","Segmentation","Not informed","Not informed","BRATS and PH2 skin lesion database","50","Not informed","Gaussian kernel for regularization of level set function","Quantitative validations on BRATS and PH2 databases","No","Not informed","Yes","Accuracy (quantitative validation)","Desirable segmentation result for inhomogeneous image segmentation","Yes","No","","Hybrid two-stage active contour method with region and edge information for intensity inhomogeneous image segmentation"
"Multi-task convolutional neural network (CNN) based, joint detection and segmentation framework","Yes","New","No","Segmentation","Not informed","Various","ISBI 2017 challenge and PH2 datasets","37","Yes","Not informed","Five-fold cross validation experiments","No","Not informed","Yes","Dice coefficients, Jaccard index, accuracy and sensitivity",">0.93 Dice coefficient","Yes","No","","A multi-task framework for skin lesion detection and segmentation"
"Pre-trained convolutional neural network","No","Adaptation","Yes","Classification","Yes","Not informed","Not informed","30","Not informed","Not informed","Not informed","Yes","Not informed","No","Accuracy and computational time","Good accuracy, superior to other state-of-the-art methods","Yes","No","Not informed","Pre-trained convolutional neural network for classification of tanning leather image"
"Single image segmentation and measurement method","Yes","New","No","Segmentation","Not informed","Various","Phantom images and real-world images (10)","40 phantom images, 10 real-world images","Not informed","Rough outlining of region of interest required","Accuracy on wound segmentation evaluation: 0.98 ± 0.02; Absolute error for surface measuring evaluation: 0.32 ± 0.27 cm2, Relative error: 5.2 ± 4.3%","Not informed","Not informed","No","Accuracy (wound segmentation), Absolute and relative errors (surface measuring)","0.98 ± 0.02 accuracy on wound segmentation evaluation, 5.2 ± 4.3% relative error for surface measuring evaluation","No","Yes","","Detecting and measuring surface area of skin lesions"
"Webly Supervised Learning (WSL)","Yes","Adaptation","No","Classification","Not informed","Various","10-class fine-grained skin lesion classification dataset","Not informed","No","Not informed","Not informed","Yes","Search by image to improve search specificity and reduce cross-domain noise","Yes","Top-1 classification accuracy (71.25% to 80.53%)","80.53%","No","No","","Webly supervised learning for skin lesion classification"
"","Yes","Adaptation","No","Classification and Segmentation","Not informed","Various","","16 papers, not a specific number of images","Not informed","Yes (various methods mentioned)","Not informed","No","Not informed","Some papers compared baselines, but not all","","Not specified in the abstracts provided","Yes (some papers mentioned comparison with state-of-the-art methods)","No specific information about testing on different datasets","","1st International Workshop on Machine Learning in Clinical Neuroimaging, MLCN 2018, 1st International Workshop on Deep Learning Fails, DLF 2018, and 1st International Workshop on Interpretability of Machine Intelligence in Medical Image Computing, iMIMIC 2018, held in conjunction with the 21st International Conference on Medical Imaging and Computer-Assisted Intervention, MICCAI 2018"
"CNN","Yes","New","No","Classification","Not informed","Various","ISIC2018 datasets","49 images","Not informed","Not informed","Not informed","Not informed","Not informed","No","Accuracy and other metrics not specified","Not specified","Yes","No","More research is required for fully explaining the output of CNNs","Visualizing convolutional neural networks to improve decision support for skin lesion classification"
